,Server,Time_floor,variable,Value
225,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,52,Memory Usage,0.019977801269542114
395,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,52,Latency,0.027588847230416227
56,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,56,CPU Usage,0.20515756179188044
226,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,56,Memory Usage,0.02828740463194591
396,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,56,Latency,1.0914761540131257
57,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,60,CPU Usage,0.10889769101197573
227,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,60,Memory Usage,0.019909040606211702
397,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,60,Latency,0.02347260856295625
58,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,64,CPU Usage,0.10452866123319528
228,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,64,Memory Usage,0.01814999259007552
398,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,64,Latency,2.0139656318620367
59,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,66,CPU Usage,0.20903472044744328
229,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,66,Memory Usage,0.02815788995940405
399,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,66,Latency,1.0886943053545437
60,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,67,CPU Usage,0.30768082375248706
230,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,67,Memory Usage,0.03722364277342725
400,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,67,Latency,2.090347204474433
61,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,71,CPU Usage,0.10209478114977764
231,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,71,Memory Usage,0.014505835634151662
401,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,71,Latency,2.0830262773119035
62,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,74,CPU Usage,0.20378910230428304
232,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,74,Memory Usage,0.021655756953160826
402,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,74,Latency,1.0908865401083592
63,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,75,CPU Usage,0.20378910230428304
233,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,75,Memory Usage,0.021655756953160826
403,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,75,Latency,1.0908865401083592
64,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,81,CPU Usage,0.004854779807468749
234,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,81,Memory Usage,0.004224471921791718
404,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,81,Latency,3.060581556725995
65,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,82,CPU Usage,0.1098459830732402
235,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,82,Memory Usage,0.014067500948637884
405,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,82,Latency,0.015713804149477442
66,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,84,CPU Usage,0.20106903181410124
236,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,84,Memory Usage,0.023066637266045797
406,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,84,Latency,1.0984598307324018
67,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,87,CPU Usage,0.10343432073833413
237,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,87,Memory Usage,0.019499005705810625
407,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,87,Latency,0.06724182071702484
68,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,88,CPU Usage,0.10865044778558647
